-0.157079, -0.152216, -0.042271, 0.000000
-0.119986, -0.153785, -0.042271, 0.508274
0.814820, -0.193324, -0.042271, 1.067036
1.883422, -0.209410, 0.077209, 1.071758
2.941439, -0.160976, -0.022730, 1.071794
4.034387, -0.185828, -0.022732, 1.071794
5.105904, -0.210191, -0.022732, 1.071794
6.155992, -0.234066, -0.022732, 1.071794
7.216794, -0.258184, -0.022732, 1.071794
8.277596, -0.282303, -0.022732, 1.071794
9.349114, -0.306665, -0.022732, 1.071794
10.431346, -0.331271, -0.022732, 1.071794
11.470718, -0.354902, -0.022732, 1.071794
12.531521, -0.379021, -0.022732, 1.071794
13.603038, -0.403383, -0.022732, 1.071794
14.695986, -0.428232, -0.022732, 1.071794
15.767504, -0.452595, -0.022732, 1.071794
16.817591, -0.476470, -0.022732, 1.071794
17.899823, -0.501076, -0.022732, 1.071794
18.939195, -0.524707, -0.022732, 1.071794
19.977967, -0.522242, 0.043105, 1.071794
21.059474, -0.475594, 0.043105, 1.071794
22.140981, -0.428946, 0.043105, 1.071794
23.201071, -0.383222, 0.043105, 1.071794
24.261162, -0.337498, 0.043105, 1.071794
25.331961, -0.291313, 0.043105, 1.071794
26.356443, -0.096501, 0.455341, 1.071794
26.840139, 0.801714, 1.422938, 1.071794
26.446208, 1.779923, 2.080985, 1.071794
25.700886, 2.505984, 2.437948, 1.071794
24.733130, 2.945705, 2.775366, 1.071794
23.679975, 3.187859, 3.073692, 1.071794
22.621343, 3.259851, 3.073692, 1.071794
21.560182, 3.135018, -2.945118, 1.071794
20.522651, 2.868836, -2.879276, 1.071794
19.482993, 2.856983, 2.825443, 1.071794
18.643054, 3.505115, 2.273024, 1.071794
18.297740, 4.508016, 1.691381, 1.071794
18.765809, 5.426205, 0.867106, 1.071794
19.459511, 6.243221, 0.864631, 1.071794
20.445967, 6.649036, 0.253462, 1.071794
21.504768, 6.509759, -0.159551, 1.071794
22.562949, 6.339478, -0.159551, 1.071794
23.599967, 6.172602, -0.159551, 1.071794
24.577894, 6.540477, 0.715894, 1.071794
25.318054, 7.290778, 0.971333, 1.071794
25.445069, 8.355086, 1.531652, 1.071794
25.233318, 9.402147, 1.790888, 1.071794
25.001665, 10.437628, 1.790888, 1.071794
24.745714, 11.442584, 1.929489, 1.071794
24.017630, 12.192437, 2.382397, 1.071794
23.263484, 12.908061, 2.382397, 1.071794
22.750935, 13.844208, 1.870752, 1.071794
22.462766, 14.887537, 1.844381, 1.071794
22.008391, 15.796614, 2.325119, 1.071794
20.993711, 16.066574, 3.041802, 1.071794
19.916584, 16.174419, 3.041802, 1.071794
18.860787, 16.280129, 3.041802, 1.071794
17.804989, 16.385839, 3.041802, 1.071794
16.738527, 16.492616, 3.041802, 1.071794
15.682729, 16.598326, 3.041802, 1.071794
14.616267, 16.705104, 3.041802, 1.071794
13.559399, 16.701919, -3.079875, 1.071794
12.468294, 16.633886, -3.074841, 1.071794
11.601904, 16.074921, -2.429729, 1.071794
10.657006, 15.591320, -2.747601, 1.071794
9.667328, 15.179883, -2.747601, 1.071794
8.687547, 14.772560, -2.747601, 1.071794
7.697869, 14.361123, -2.747601, 1.071794
6.708190, 13.949685, -2.747601, 1.071794
5.698719, 13.530019, -2.747601, 1.071794
4.968456, 12.790749, -2.273365, 1.071794
4.399914, 11.911404, -2.111857, 1.071794
3.847891, 10.992702, -2.111857, 1.071794
3.295868, 10.073999, -2.111857, 1.071794
2.743846, 9.155297, -2.111857, 1.071794
2.197343, 8.245782, -2.111857, 1.071794
1.650840, 7.336266, -2.111857, 1.071794
1.018661, 6.485608, -2.436231, 1.071794
-0.007765, 6.404252, 2.869678, 1.071794
-0.759944, 7.120464, 2.289813, 1.071794
-1.479995, 7.943069, 2.289813, 1.071794
-1.829317, 8.911913, 1.776486, 1.071794
-1.877298, 9.956654, 1.575887, 1.071794
-1.882754, 11.028434, 1.575887, 1.071794
-1.888264, 12.110933, 1.575887, 1.071794
-1.893720, 13.182713, 1.575887, 1.071794
-2.066694, 14.219494, 2.017534, 1.071794
-2.735704, 15.069897, 2.251402, 1.071794
-3.559594, 15.718183, 2.555563, 1.071794
-4.511218, 16.156201, 2.749648, 1.071794
-5.564320, 16.442266, 2.891610, 1.071794
-6.604399, 16.545537, -3.034640, 1.071794
-7.653826, 16.405138, -2.905689, 1.071794
-8.641701, 15.971841, -2.672505, 1.071794
-9.468040, 15.300607, -2.369035, 1.071794
-10.170894, 14.493354, -2.248677, 1.071794
-10.789418, 13.621347, -2.089821, 1.071794
-11.201011, 12.650020, -1.844543, 1.071794
-11.390775, 11.619193, -1.730568, 1.071794
-11.667552, 10.584009, -1.824846, 1.071794
-11.942309, 9.525869, -1.824846, 1.071794
-12.208985, 8.498850, -1.824846, 1.071794
-12.772298, 7.620927, -2.491174, 1.071794
-13.769666, 7.230850, -2.768176, 1.071794
-14.783853, 6.927594, -2.890592, 1.071794
-15.827844, 6.746872, -2.974710, 1.071794
-16.869213, 6.494087, -2.910138, 1.071794
-17.912427, 6.248224, -2.910138, 1.071794
-18.934776, 6.007278, -2.910138, 1.071794
-19.977990, 5.761415, -2.910138, 1.071794
-21.042068, 5.510635, -2.910138, 1.071794
-22.022791, 5.175214, -2.768176, 1.071794
-23.030703, 4.780314, -2.768176, 1.071794
-24.015385, 4.414790, -2.784635, 1.071794
-25.035149, 4.123951, -2.867961, 1.071794
-26.067068, 3.834319, -2.867961, 1.071794
-27.013754, 3.382293, -2.569634, 1.071794
-27.830504, 2.708752, -2.427672, 1.071794
-28.638761, 2.004973, -2.408918, 1.071794
-28.863729, 1.001021, -1.438750, 1.071794
-28.145470, 0.250134, -0.451793, 1.071794
-27.111839, 0.012289, -0.233428, 1.071794
-26.058685, -0.238111, -0.233428, 1.071794
-25.001840, -0.380434, -0.052375, 1.071794
-23.931093, -0.412777, -0.001968, 1.071794
-22.880737, -0.414844, -0.001968, 1.071794
-21.798226, -0.416974, -0.001968, 1.071794
-20.747870, -0.419041, -0.001968, 1.071794
-19.665360, -0.421171, -0.001968, 1.071794
-18.615003, -0.423238, -0.001968, 1.071794
-17.543211, -0.425347, -0.001968, 1.071794
-16.471419, -0.427456, -0.001968, 1.071794
-15.378190, -0.429607, -0.001968, 1.071794
-14.317116, -0.431695, -0.001968, 1.071794
-13.245324, -0.433804, -0.001968, 1.071794
-12.162813, -0.435934, -0.001968, 1.071794
-11.091021, -0.438043, -0.001968, 1.071794
-10.040665, -0.440110, -0.001968, 1.071794
-8.947436, -0.442261, -0.001968, 1.071794
-7.886362, -0.444349, -0.001968, 1.071794
-6.825288, -0.446437, -0.001968, 1.071794
-5.774931, -0.448504, -0.001968, 1.071794
-4.692421, -0.450634, -0.001968, 1.071794
-3.631346, -0.452722, -0.001968, 1.071794
-2.538118, -0.454874, -0.001968, 1.071794
-1.498480, -0.456919, -0.001968, 1.071794
-0.426687, -0.459028, -0.001968, 1.071794
